variables = "x", "y",  "v0", "v1", "v2",
ZONE I = 81 J = 81 F = POINT
0.00617284 0.00617284 0.011543 0.0114916 0 
0.00617284 0.0185185 0.0008103 0.0152003 4.49252e-008 
0.00617284 0.0308642 0.00184304 0.00216979 3.81891e-008 
0.00617284 0.0432099 0.000810186 0.00142388 3.16441e-008 
0.00617284 0.0555556 0.000524809 0.00173144 2.68387e-008 
0.00617284 0.0679012 0.000486993 0.00195648 2.24595e-008 
0.00617284 0.0802469 0.000483974 0.0021048 1.80308e-008 
0.00617284 0.0925926 0.000477131 0.00221797 1.33634e-008 
0.00617284 0.104938 0.000465091 0.00231515 8.34094e-009 
0.00617284 0.117284 0.000450281 0.00240583 2.8781e-009 
0.00617284 0.12963 0.000434284 0.00249551 -3.08919e-009 
0.00617284 0.141975 0.000417891 0.00258769 -9.60906e-009 
0.00617284 0.154321 0.000401468 0.00268474 -1.67177e-008 
0.00617284 0.166667 0.00038517 0.00278825 -2.44425e-008 
0.00617284 0.179012 0.000369042 0.00289933 -3.28042e-008 
0.00617284 0.191358 0.000353078 0.00301866 -4.18187e-008 
0.00617284 0.203704 0.000337236 0.00314661 -5.14984e-008 
0.00617284 0.216049 0.000321447 0.00328327 -6.18534e-008 
0.00617284 0.228395 0.000305628 0.00342851 -7.28922e-008 
0.00617284 0.240741 0.000289673 0.00358201 -8.46226e-008 
0.00617284 0.253086 0.000273463 0.00374336 -9.70521e-008 
0.00617284 0.265432 0.000256866 0.00391202 -1.10188e-007 
0.00617284 0.277778 0.000239738 0.00408742 -1.2404e-007 
0.00617284 0.290123 0.000221926 0.00426901 -1.38617e-007 
0.00617284 0.302469 0.000203275 0.00445623 -1.5393e-007 
0.00617284 0.314815 0.000183626 0.00464862 -1.69991e-007 
0.00617284 0.32716 0.000162822 0.00484584 -1.86815e-007 
0.00617284 0.339506 0.000140717 0.00504766 -2.04419e-007 
0.00617284 0.351852 0.000117174 0.00525405 -2.22821e-007 
0.00617284 0.364198 9.20736e-005 0.00546518 -2.42043e-007 
0.00617284 0.376543 6.53179e-005 0.00568144 -2.62109e-007 
0.00617284 0.388889 3.68331e-005 0.0059035 -2.83047e-007 
0.00617284 0.401235 6.57149e-006 0.00613232 -3.04888e-007 
0.00617284 0.41358 -2.54832e-005 0.00636916 -3.27667e-007 
0.00617284 0.425926 -5.93127e-005 0.00661561 -3.51424e-007 
0.00617284 0.438272 -9.48627e-005 0.00687362 -3.76202e-007 
0.00617284 0.450617 -0.000132041 0.00714548 -4.02053e-007 
0.00617284 0.462963 -0.00017072 0.00743387 -4.29032e-007 
0.00617284 0.475309 -0.000210733 0.00774181 -4.57203e-007 
0.00617284 0.487654 -0.00025188 0.0080727 -4.86638e-007 
0.00617284 0.5 -0.00029393 0.00843029 -5.17418e-007 
0.00617284 0.512346 -0.000336626 0.00881868 -5.49638e-007 
0.00617284 0.524691 -0.00037969 0.00924232 -5.83405e-007 
0.00617284 0.537037 -0.000422827 0.00970593 -6.18839e-007 
0.00617284 0.549383 -0.000465741 0.0102146 -6.56081e-007 
0.00617284 0.561728 -0.000508137 0.0107736 -6.95289e-007 
0.00617284 0.574074 -0.000549736 0.0113886 -7.36646e-007 
0.00617284 0.58642 -0.000590283 0.0120654 -7.80358e-007 
0.00617284 0.598765 -0.000629562 0.0128101 -8.26663e-007 
0.00617284 0.611111 -0.000667407 0.0136292 -8.75834e-007 
0.00617284 0.623457 -0.000703719 0.0145293 -9.2818e-007 
0.00617284 0.635802 -0.000738477 0.0155174 -9.84058e-007 
0.00617284 0.648148 -0.000771754 0.0166011 -1.04388e-006 
0.00617284 0.660494 -0.000803739 0.0177883 -1.10811e-006 
0.00617284 0.67284 -0.000834749 0.0190876 -1.17729e-006 
0.00617284 0.685185 -0.000865259 0.0205088 -1.25204e-006 
0.00617284 0.697531 -0.000895925 0.0220624 -1.33311e-006 
0.00617284 0.709877 -0.000927623 0.0237607 -1.42132e-006 
0.00617284 0.722222 -0.000961496 0.0256178 -1.51768e-006 
0.00617284 0.734568 -0.000999025 0.0276506 -1.62336e-006 
0.00617284 0.746914 -0.00104212 0.0298792 -1.73974e-006 
0.00617284 0.759259 -0.00109327 0.0323283 -1.86851e-006 
0.00617284 0.771605 -0.00115575 0.0350289 -2.01166e-006 
0.00617284 0.783951 -0.00123395 0.03802 -2.17169e-006 
0.00617284 0.796296 -0.00133388 0.041352 -2.35165e-006 
0.00617284 0.808642 -0.00146398 0.0450907 -2.5554e-006 
0.00617284 0.820988 -0.00163643 0.0493241 -2.78788e-006 
0.00617284 0.833333 -0.00186933 0.054171 -3.05554e-006 
0.00617284 0.845679 -0.00219032 0.0597959 -3.367e-006 
0.00617284 0.858025 -0.00264279 0.0664301 -3.7341e-006 
0.00617284 0.87037 -0.00329632 0.0744058 -4.17351e-006 
0.00617284 0.882716 -0.00426426 0.0842068 -4.70959e-006 
0.00617284 0.895062 -0.00573223 0.0965473 -5.37897e-006 
0.00617284 0.907407 -0.0080001 0.112483 -6.23858e-006 
0.00617284 0.919753 -0.0115293 0.133549 -7.37953e-006 
0.00617284 0.932099 -0.0169403 0.16185 -8.95088e-006 
0.00617284 0.944444 -0.0247 0.199882 -1.11986e-005 
0.00617284 0.95679 -0.033219 0.249565 -1.45276e-005 
