variables = "x", "y",  "v0",
ZONE I = 210 J = 210 F = POINT
0.00238095 0.00238095 0.499994 
0.00238095 0.00714286 0.773221 
0.00238095 0.0119048 0.866167 
0.00238095 0.0166667 0.906532 
0.00238095 0.0214286 0.928127 
0.00238095 0.0261905 0.941505 
0.00238095 0.0309524 0.95063 
0.00238095 0.0357143 0.957264 
0.00238095 0.0404762 0.96231 
0.00238095 0.0452381 0.966279 
0.00238095 0.05 0.969483 
0.00238095 0.0547619 0.972124 
0.00238095 0.0595238 0.974338 
0.00238095 0.0642857 0.97622 
0.00238095 0.0690476 0.97784 
0.00238095 0.0738095 0.979249 
0.00238095 0.0785714 0.980484 
0.00238095 0.0833333 0.981577 
0.00238095 0.0880952 0.98255 
0.00238095 0.0928571 0.983421 
0.00238095 0.097619 0.984206 
0.00238095 0.102381 0.984917 
0.00238095 0.107143 0.985563 
0.00238095 0.111905 0.986153 
0.00238095 0.116667 0.986694 
0.00238095 0.121429 0.987191 
0.00238095 0.12619 0.98765 
0.00238095 0.130952 0.988074 
0.00238095 0.135714 0.988467 
0.00238095 0.140476 0.988833 
0.00238095 0.145238 0.989174 
0.00238095 0.15 0.989492 
0.00238095 0.154762 0.98979 
0.00238095 0.159524 0.990069 
0.00238095 0.164286 0.990331 
0.00238095 0.169048 0.990578 
0.00238095 0.17381 0.99081 
0.00238095 0.178571 0.991029 
0.00238095 0.183333 0.991236 
0.00238095 0.188095 0.991431 
0.00238095 0.192857 0.991617 
0.00238095 0.197619 0.991792 
0.00238095 0.202381 0.991958 
0.00238095 0.207143 0.992117 
0.00238095 0.211905 0.992267 
0.00238095 0.216667 0.99241 
0.00238095 0.221429 0.992546 
0.00238095 0.22619 0.992675 
0.00238095 0.230952 0.992799 
0.00238095 0.235714 0.992917 
0.00238095 0.240476 0.993029 
0.00238095 0.245238 0.993137 
0.00238095 0.25 0.99324 
0.00238095 0.254762 0.993338 
0.00238095 0.259524 0.993432 
0.00238095 0.264286 0.993522 
0.00238095 0.269048 0.993608 
0.00238095 0.27381 0.99369 
0.00238095 0.278571 0.993769 
0.00238095 0.283333 0.993844 
0.00238095 0.288095 0.993917 
0.00238095 0.292857 0.993986 
0.00238095 0.297619 0.994052 
0.00238095 0.302381 0.994116 
0.00238095 0.307143 0.994177 
0.00238095 0.311905 0.994236 
0.00238095 0.316667 0.994292 
0.00238095 0.321429 0.994345 
0.00238095 0.32619 0.994397 
0.00238095 0.330952 0.994446 
0.00238095 0.335714 0.994493 
0.00238095 0.340476 0.994539 
0.00238095 0.345238 0.994582 
0.00238095 0.35 0.994623 
0.00238095 0.354762 0.994663 
0.00238095 0.359524 0.994701 
0.00238095 0.364286 0.994737 
0.00238095 0.369048 0.994771 
0.00238095 0.37381 0.994804 
0.00238095 0.378571 0.994836 
0.00238095 0.383333 0.994866 
0.00238095 0.388095 0.994894 
0.00238095 0.392857 0.994921 
0.00238095 0.397619 0.994946 
0.00238095 0.402381 0.994971 
0.00238095 0.407143 0.994993 
0.00238095 0.411905 0.995015 
0.00238095 0.416667 0.995035 
0.00238095 0.421429 0.995054 
0.00238095 0.42619 0.995072 
0.00238095 0.430952 0.995089 
0.00238095 0.435714 0.995104 
0.00238095 0.440476 0.995118 
0.00238095 0.445238 0.995131 
0.00238095 0.45 0.995143 
0.00238095 0.454762 0.995154 
0.00238095 0.459524 0.995164 
0.00238095 0.464286 0.995172 
0.00238095 0.469048 0.99518 
0.00238095 0.47381 0.995186 
0.00238095 0.478571 0.995191 
0.00238095 0.483333 0.995196 
0.00238095 0.488095 0.995199 
0.00238095 0.492857 0.995201 
0.00238095 0.497619 0.995202 
0.00238095 0.502381 0.995202 
0.00238095 0.507143 0.995201 
0.00238095 0.511905 0.995199 
0.00238095 0.516667 0.995196 
0.00238095 0.521429 0.995191 
0.00238095 0.52619 0.995186 
0.00238095 0.530952 0.99518 
0.00238095 0.535714 0.995172 
0.00238095 0.540476 0.995164 
0.00238095 0.545238 0.995154 
0.00238095 0.55 0.995143 
0.00238095 0.554762 0.995131 
0.00238095 0.559524 0.995118 
0.00238095 0.564286 0.995104 
0.00238095 0.569048 0.995089 
0.00238095 0.57381 0.995072 
0.00238095 0.578571 0.995054 
0.00238095 0.583333 0.995035 
0.00238095 0.588095 0.995015 
0.00238095 0.592857 0.994993 
0.00238095 0.597619 0.994971 
0.00238095 0.602381 0.994946 
0.00238095 0.607143 0.994921 
0.00238095 0.611905 0.994894 
0.00238095 0.616667 0.994866 
0.00238095 0.621429 0.994836 
0.00238095 0.62619 0.994804 
0.00238095 0.630952 0.994771 
0.00238095 0.635714 0.994737 
0.00238095 0.640476 0.994701 
0.00238095 0.645238 0.994663 
0.00238095 0.65 0.994623 
0.00238095 0.654762 0.994582 
0.00238095 0.659524 0.994539 
0.00238095 0.664286 0.994493 
0.00238095 0.669048 0.994446 
0.00238095 0.67381 0.994397 
0.00238095 0.678571 0.994345 
0.00238095 0.683333 0.994292 
0.00238095 0.688095 0.994236 
0.00238095 0.692857 0.994177 
0.00238095 0.697619 0.994116 
0.00238095 0.702381 0.994052 
0.00238095 0.707143 0.993986 
0.00238095 0.711905 0.993917 
0.00238095 0.716667 0.993844 
0.00238095 0.721429 0.993769 
0.00238095 0.72619 0.99369 
0.00238095 0.730952 0.993608 
0.00238095 0.735714 0.993522 
0.00238095 0.740476 0.993432 
0.00238095 0.745238 0.993338 
0.00238095 0.75 0.99324 
0.00238095 0.754762 0.993137 
0.00238095 0.759524 0.993029 
0.00238095 0.764286 0.992917 
0.00238095 0.769048 0.992799 
0.00238095 0.77381 0.992675 
0.00238095 0.778571 0.992546 
0.00238095 0.783333 0.99241 
0.00238095 0.788095 0.992267 
0.00238095 0.792857 0.992117 
0.00238095 0.797619 0.991958 
